,label_min,label_max,label_min_text,label_max_text,win_min,win_max,pair_True
220,157,3738,  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells    nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells    nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells    nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells    nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells    nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells    nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells    nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells    nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells    nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells    nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells    nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells    nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells    nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells    nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells    nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells  nikko smells    nikko smells  nikko smells  nik," your comments circa my talk page response 

an interesting set of invalidations and assertations, not any of which are true.

The only one worth commenting on.

There is a special loophole that allows states to force the issue of impeachment to be heard. Sorry you hadn't heard of the loophole.
Quit being intentionally ignorant, accidentally lying, and go bother to
read the articles provided. 
 ",1.0,2.0,0.0
225,159,12535,  this page smells very bad,"Will you please stop posting shit on my webpage?==

What, do you attend the Church of Perpetual Annoyance? Leave me alone.   

==",2.0,1.0,0.3333333333333333
228,161,11066,"  —   | Talk  I, who am coming in from the wild, I, who happen to be Reform and think this Sanhedrin is, pardon my French, bullshit, shall be the third, as I believe that honorable editing is a Wikimitzvah.",Please familiarize yourself with WP:NOT. Wikipedia is not a Soapbox to promote your RACIST POV ,1.0,2.0,0.3333333333333333
229,161,12194,"  —   | Talk  I, who am coming in from the wild, I, who happen to be Reform and think this Sanhedrin is, pardon my French, bullshit, shall be the third, as I believe that honorable editing is a Wikimitzvah.","Waa, waa, waa, I called someone a fag, the world is going to end...  would you crybabies like some cheese with your wine?   ",3.0,0.0,0.0
234,165,9738," 'Five Moves of Doom' 

As a fan of John Cena, I am against the hypocrisy of many of his critics for their 'Five Moves Of Doom' comments, especially since many of these people support Hogan, Boogeyman, and Batista, all of whom have not the same in-ring skill as Cena. However, it is absolutely absurd that the Five Moves are repeatedly removed by some mark-out fanboy who doesn't want anything negative said about Cena. The Five Moves are the basis of almost all criticism aimed at Cena, and therefore I have placed them back on the page, although obviously I have rephrased the wording so it is no longer biased against Cena and is entirely factual. Don't remove them again, as that is just stupid and goes against your whole 'no bias' attitude since you're biasing it in favour of Cena while also not letting people know the truth. Again, this is from a HUGE defender of Cena's skill.","I never added or edited anything from Wikipedia before I created this account, hence your accusations are FALSE. I am not the one with the grudge. Gena was voted out of the EBAN board and SHE is the one with the 2 year old grudge. I was simply adding my links and she was the one that kept deleting them, I just marely re-instated them. This is not about Wikipedia, just the 'latest' of her attacks. She has written to the Attorney General of the US, of California, the Dept of Agricolture and others telling them that EBAN is non-compliant (a lie) and asking them to shut us down. She placed a bogus complaint with Yahoo which resulted in one of my Yahoo IDs to be deleted. She makes all kinds of outlandish and false claims that no-one bothers to investigate because if they did, they would know they are bogus. Just makes me very sad that everyone thinks I am the one with the grudge when all I have ever done is tring to defend myself from a liar. I've done nothing at Wikipedia that was inappropriate or harrassing, all I was doing was trying to add my links, which were promptly deleted by Gena. I am the victim here!!!",1.0,2.0,0.3333333333333333
236,166,9223, 'NOW YOU'RE HELL TO GET AWAY! I SEE YOU!',"Hey Ran, don't be so anal. Don't edit other people's comments on user pages. Don't call what you don't understand Vandalism. Gosh, you guys sould like the thought control police, the self-censorship party and the Nazis.",1.0,2.0,0.3333333333333333
237,167,7717," 'ello! 

Do you like Oprah? Girl, you nasty! 95.247.163.50  ","4) dirty everywhere, it stinks and smells bad. These people (with a lot of gypsy-bulgars) haven't discovered yet the soap and shampoo..or maybe it's too expensive. Bulgarian women also don't wash..:(( ",1.0,2.0,0.0
254,180,1423," (UTC)

Removed a bunch of vandalism by reverting the article.
  20:36, 14 April 2009"," In re: Sockpuppets 

Mamawrites:

JCarriker & Redwolf24 are not sockpuppets. While I don't know JCarriker as well, I do know Redwolf24 very well, and have for several months; I assure you, he is not a sockpuppet. He's a highschooler from Washington State.   ·   Talk ",2.0,1.0,0.3333333333333333
256,182,10289," (UTC)

You never been on the damn bus,     Tlk | E-M  01:28:42, 2005-09-09","Just because a fascist doesn't liek doesn't mean they are self-promoting, they were two scientific views of the problem one, by Bulgarian and one by Greek, I didn't write them!  ",2.0,1.0,0.0
261,184,2265," (UTC)
Christ what a dumb question.21:37, 31 December 2009"," Stop this ochlarchic nonsense! 

I am asking you to stop this ochlarchist behaviour. I will ask you to stop these lies and smearstories about AI, or else you will be trialed by the International Anarchist Tribunal, and get an expelling Brown Card from the IAT on Internet for ochlarchical, authoritarian behaviour, see http://www.anarchy.no/iat.html . AI-members, including networkmembers/subscribers, are significantly the only real anarchists in the world. AI has about 50 000 anarchists associated to the network, see http://www.anarchy.no/pictures.html . There are not so many other anarchists around. There is only a few libertarians outside AI that are real anarchists. Hoever there are plenty of marxists and liberalists that wrongly pose as anarchists, you are among them.

See also http://www.anarchy.no/ija338.html .

~ Anna Quist",1.0,2.0,0.3333333333333333
269,189,11341, (and whose talk page is proving to be futile for constructive discussion),"Scorpio in Chasm City?

Where does Scorp show up in the Chasm City novel? I don't remember him at all (I know there's a random pig with a crossbow, but that doesn't mean it's scorp).",2.0,1.0,0.3333333333333333
270,190,5297," (ec with above post) IMHO We ought to expect readers to make semi-deliberately obtuse-ish choices. Lotta people do dumb searches, I know that I do lottsa times. Who searches for something they already know? (2pennies)  ( talk) ","""

Jayjg: you thrive on conflict, drifting as you do from idiotic argument to argument and getting nothing accomplished in the process; so please, start building something around here and stop tearing everything and everyone down. We are all trying to build an encyclopedia here, not constantly argue over petty ESSAYS and arcane policies that don't carry any real weight because they are constantly broken by the majority, even by yourself. That being said, please do not continue your irrationality and POV by trying to wave this essay in my face; I quote from the top of Wikipedia:Arguments_to_avoid_in_deletion_discussions#All_or_nothing: """"This is an essay. It is not a policy or guideline; it merely reflects some opinions of its authors."""" Jews MUST be represented along with the other faith traditions at Category:People by former religion. To not include them in that category is discriminatory to say the least; the problems with those previous categories were merely the NAMES of said categories, NOT the content of them.   """,2.0,1.0,0.3333333333333333
271,191,8223, (most of which link to a clip of goths beating up emo kids),"Btw, I'm a big fan of anal masturbation.  ",1.0,2.0,0.0
278,196,6363, ) I. Oh the encyclopaedia that anyone can edit... how thy caused me a lot of mental trouble.talk ,"""
I'm sure that you honestly are trying to benefit the Wikipedia, Woohookitty. However, I do not believe that your actions are justified. I've sent you an email accordingly, because with the block in place, I am unable to explain, let alone attempt to defend myself anywhere else. I ask that you utilize your Sysop powers with much more caution in the future, and you make damned sure that you know who you're blocking, and why. This is not a threat to you  I simply don't think that you meant to block me; I believe you meant to block the anonymous user who posted all the """"evidence"""" that you think justifies my being blocked. Please review Talk:Veganism's history.  """,2.0,1.0,0.3333333333333333
